,2020-10-06 00:00:00,2020-10-07 00:00:00,2020-10-08 00:00:00,2020-10-09 00:00:00,2020-10-10 00:00:00,2020-10-11 00:00:00,2020-10-12 00:00:00,2020-10-13 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-17 00:00:00,2020-10-18 00:00:00,2020-10-19 00:00:00,2020-10-21 00:00:00,2020-10-23 00:00:00,2020-10-25 00:00:00,cqcode,group
1dfbbb0e3e17e809cf3bb4c95c673751,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.025,0.075,0.05,0.05,0.025,0.0,0.0,0.0,0.0,0.0,Alphaproteobacteria
a652f496fb4f9105e6797d717c3926ef,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.025,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other
3d5855852ed2cb0724ebaecac1c0cb35,0.025,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.075,0.0,Alphaproteobacteria
737b297f07a3f031c6f4ec41a6ba9dab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
c2b524b593511377e6937d7d94b8611f,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
94007ade29ecc38144b271031538f431,0.025,0.075,0.0,0.0,0.0,0.0,0.1,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
ad07e5885874179952e16bf2f7bb57b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,,Bacteroidota
c969bfaa705cf93b9c3df9868d0efd29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actinobacteriota
59786a380d10830b9e9990260b401ee5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,Other
2815815189bb8b00c9c20d6409117046,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
4485f750175074a24832e0b4f4511de5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
e832bb509af98bf15c612c4f7eb691cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,Bacteroidota
eb5566411a98964873c995c18df4ce7c,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
7dca8eb0cf60b1afdec96cb5b47e2e96,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.1,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.05,0.0,Verrucomicrobiota
8aaecbcc8af4cba72ae7521704416a37,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
06620bf0b3fe7526e28ace17a2b9624e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Other
2b34c3e9694bcb0f67be599f587521f1,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,,Other
31b23df96901a1bd5e1959c8ef4e0331,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,Other
2bce2c03a49a801da9460b2b3b98bc70,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
d829bee4984f82ffc2453212157caf96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
ad9e0017fee8f1eaaf3c142b2c9fa459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.125,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alphaproteobacteria
269fe66ba4ebf844790d45cb44007e8f,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
1b89949a3c3ac8ca4371667ee203afcf,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
c428552adab88738378b4fd67be5faeb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.075,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
15d33303de8a2df0d68b1f0c198e38e4,0.025,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteroidota
cc4fa9a30fb72ffe2170c798191b1aba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
6aae9a17fbd9c7a4f55a65ef18d63320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,,Alphaproteobacteria
2fcf4b575901d3f1184884f4b4319d2c,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
bebe0d7fb3dcb52b47fa05da386d8420,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
5ea0bf135f2f2672d53a02c147038fd7,0.025,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
4379fd2009ced9128218c7fa7cdbdda4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
6c4615f252677b1784e22fdc5645921d,0.075,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
494db538559fffe9f1233e228cf3b4e0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
d1e07c73ad801203d4e9301d0885c452,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
4e13a88e53218d14be546cb458cf87cf,0.1,0.025,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
f1dbe0f3476c8b5948f8c288ba17e015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,Verrucomicrobiota
9c261b045dc0da456ed27b6bf7b59d74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
4f39e6542d2c7eacb72bb4c97944d169,0.025,0.025,0.05,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
bdbeb6ce61f002f07064ecc8dd70dbd5,0.05,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
e4a5397287ad43e9a3107baa19ba7f18,0.1,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
6ec6560cc6192c437db3fd8c5824b7e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,,Other
5d485a492953c7955cd3caf340abfbda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
7c7c7761ed1d350dd250d3bf1f131073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
18a980ed927822f60eebf93600ee8ff4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
263e41ea2c25dc87bd2ff5910cf30d40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,,Other
fac5a6074067436b79e49c0a86a84fdc,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
6ee9a1e48df1257049776851d55dbb69,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
2872e7cab81214aa8d18054fa4e095a1,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
93fcca76cfd2a643a9b514e00e3d816f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
0df7af542d6bc4b784421e3963761aa1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
318731df8b5243f85b944770513f061e,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
02cbeba62c5f39917f0503ba21755b93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
24aa8d5045ca08d94ba414f4d33c2ae8,0.025,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
452f8b97434b4307c2fa6604d2505a5e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
7483b49fd3c2e40e8f02f09a4ac8c83d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
553b1a55c324a2153f749c3ff0fcaa4e,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
37613602e374a10ed0f20221fa4b7f15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
437cae3d52e0e623c0dab0d9009e5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actinobacteriota
b6e278bd7cd9488bbd24abc5468f839a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
e783d831b37389598a6af3988dfecf57,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
107273e73071282e4d0f4a0b46548da5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
157300dd035e0b4c4baafe1a3bc130da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
b590f4c2f8a5c42329f1fef8c6d55035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
9c91506fcfd87e77a22d522610432f77,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
ffde3529c33d8e46749ad0e54a94df23,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,,Other
0fb821fa8fe1baa28eadd4d3943d1f39,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,Bacteroidota
8375b47f50ee3b002fe82bfe00409092,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
d494b4cf38ff626021577e5731796ea4,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
1933ac7e5faf6244d1cfacf7e2f962b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
8db9e149f87e73a0f3244bc1d6a548b2,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
50be1cc8e0a17ff2c871418fce496b49,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
86ea9e167839493e3a6693ee860e9e6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
9a3448f8e321e17c10ac3b21ec325e39,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
8647a29076210fa07232f69849e6aa1f,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
409006fd388ce855971885b3a706d833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
6502fcacc541cb84fa90daae75026392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actinobacteriota
f902de6098ca3570608e576b6658d8c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.075,0.0,0.0,0.0,0.0,0.0,0.0,,Actinobacteriota
59ec246a162831f517ffcb0db19f14af,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
4cac15127ed34488cb0082b088205704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
e2a35867731fb073463f823bb3f063d2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
697505aa8b446bbb14ec87697af83ba5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
6fa38aed426f27bcdd42ce582fd293c3,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,,Other
f91201adfe8be6ff17177daa8bb13518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
7e4cd7f8b39acde4326460b77f8e203f,0.075,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
053c09f43a8ca677723e10f2650f95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
4ad7d9bc50cb54458cb26233f147fb0c,0.0,0.025,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
0474a04e496a887e5436eee26fafeda0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
f609698e16aa0ceed8b7241f2f630790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
070fc272903ae7ea02e3a26448029004,0.025,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
9be6210261a8b6e9574a41d62754fc2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
82db7380eefaef98e650944e96daf7e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,,Bacteroidota
a6aa5760f22ebe35f241dabc7c80df92,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
8eaa747c0358556560585b2bbaffe252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
0ea596fe64ce496e560a07b83801bf0a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
fb85be885f7b6939516a5811d48f8335,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
02f9203a0721d9f8e1449fc1dd126966,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
b9f154663a53f22cd5766279276ad03b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bacteroidota
0cb2692fb62fbbf0d451727dce3ff98d,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
6c13e1ca4ca794eb2dc44429a68275ae,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
cff904a5584fa97ecb015aa9981c54bd,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
a782aa30ba429a0fc4cdc70c300227f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
f6029a0964083d893c88ff8ca1a1b877,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
8486668584650c491a5e6ffb7ada8c4f,0.075,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Verrucomicrobiota
671c9e63ec581a926647aa9e55b69ce9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.1,0.0,0.0,0.0,,Verrucomicrobiota
03d5bd5fdfb65e8a115b7eebc44ceac4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
7246f2cff9c954449d6eb7534dda92ea,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,Other
8a26efa88983056f2e12d8d4320f1be0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
e0112473f91d74a9e0b36bda66d007e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
ad21433cd7eaebda836af769c0c65962,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
0a714b58e2dff1c534b4be7a8550bec3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,Other
787c52825ad06ecef6e6447dbb51185f,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
a6f7afcf5a78ba17e54e9b0f807c0d3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
e108a9fe69993777a07aaddcfd9efcd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,Other
987869ff61a2f9aa291a016392a0b72d,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,,Other
4521a3276e730b362d95db8e263e4b4a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,Other
16026e38499f6de9d0229898fd882fc5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
7a54707239b322fc71b3d0b8f4c6e655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
05d385f8260362e624138cae31e3f909,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actinobacteriota
51ae3f951d5da2eb1cb820d4e69f35a2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
8791e7a2c0c4d463fa2d938462ddaa47,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
26d7569ccfb7f20a444190c8f97ef606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
bcd2a540066ab78c8a444e7534238c86,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
de8e378b218a00d3550acae409a8d118,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
8035208e313915212b14d54b6e4b320e,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
03c351c76c14ec2e586f2d99fbd0bff3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other
e8ba55147b9ad20fb841ceac97fd8259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
1d145835e7f0188562322f4eefb02657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
8a708778e5a5f5a6d79a3923406f7fca,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
67d47b5fbce84d2de37cdb16a42cefc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
f39fbafdbc6aba623f1e1a7dd409c7fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
5a715d5203f0606eea5fc74d02ff7d10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
34b8c21c638b82229dd91028d5d5f28b,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
07f99fb784f40642f9713e217b9008d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,Alphaproteobacteria
71eb34b47beec451b818974d6da18bdd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
0202d02690b13876befe4cb198a29777,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
3accf19dc4cfadc96257705f766f44dc,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
347eadb9c31e728df4865beb3d73d74e,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
f2dbe887faa45c96eda7c9c8ae55c3b8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
7d5f671eabffd7d653d18e5598a30d17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
7e22bbb5d5c48a262e695357791d4ed9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,Gammaproteobacteria
