"","GH2020.013.832","GH2020.014.832","GH2020.015.832","GH2020.016.832","GH2020.017.832","GH2020.018.832","GH2020.019.832","GH2020.020.832","GH2020.021.832","GH2020.022.832","GH2020.023.832","GH2020.024.832","GH2020.025.832","GH2020.026.832","GH2020.027.832","GH2020.028.832","GH2020.029.832"
"6063d7a486befe69059cd40775cdb4a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a6d5c40a3d076011bbfda19db094ede5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b83995e289823a606b4da8ced407cb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf728a21cc3a7cd75f34c69419dc89d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685adcf2fb43646a4d5a06d56a1c6bbf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a9c110d48d2dd358990f2718c74959f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ce11e698de3006364190afe19a7d10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c48f4df91f366ceafca10a88296b747b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529768d439b63fc1fd2991f7c6ea2071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91a2ee99682baad4c6dd476e8e18298a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1950a05d7dc0801dc193e998fd5cb61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7253301af25bf37a78462c22bb976077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78e3ca0ee7815d510fe4a41972da24db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
